고문헌자료아이디,한약재아이디,한의서명,수록위치,고문헌원문,번역문,번역문출처
CLTX2335,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔主治〕","邪氣腹痛, 除血痺, 破堅積, 寒熱疝, 止痛, 利小便, 益氣.本經 通順血脈, 緩中, 散惡血, 逐賊血, 去水氣, 利膀胱大小腸, 消癰腫, 時行寒熱, 中惡腹痛腰痛.別錄 治臟腑壅氣, 强五臟, 補腎氣, 治時疾骨熱, 婦人血閉不通, 能蝕膿.甄權 女人一切病, 胎前産後諸疾, 治風補勞, 退熱除煩益氣, 驚狂頭痛, 目赤明目, 腸風瀉血痔瘻, 發背瘡疥.大明 瀉肝, 安脾肺, 收胃氣, 止瀉利, 固理, 和血脈, 收陰氣, 斂逆氣.元素 理中氣, 治脾虛中滿, 心下, 脅下痛, 善噫, 肺急脹逆喘咳, 太陽目, 肝血不足, 陽維病苦寒熱, 帶脈病苦腹痛滿, 腰溶溶如坐水中.好古 止下痢腹痛後重.時珍","사기로 인한 복통을 치료한다. 혈비(血痺)를 제거하고 단단하게 쌓인 것을 제거한다. 한열로 인한 산가(疝)를 치료하고, 통증을 멎게 하며, 대소변을 잘 나오게 하고, 기를 증가시킨다.본경 혈맥을 두루 통하게 하고, 속을 느슨하게 하며, 악혈을 흩어 내고, 적혈(賊血)을 몰아내며, 수기(水氣)를 제거하고 방광과 대소장을 매끄럽게 하며, 옹종을 삭인다. 게절성 한열이나 중악으로 인한 복통과 요통을 치료한다.별록 장부에 막힌 기를 치료하고, 오장을 튼튼하게 하고, 신기(腎氣)를 보해 주며, 계절병으로 인한 골증열, 부인의 월경이 통하지 않는 증상을 치료하며, 썩거나 고름이 잡히게 할 수 있다.견권 여인의 온갖 질병, 출산 전후에 발생하는 여러 가지 질병을 치료한다. 풍을 치료하고 허로를 보해 주며, 열을 물러가게 하고 답답함을 제거하며 기운을 북돋운다. 놀라거나 광증으로 인한 두통을 치료하고, 눈이 붉어진 것을 치료하며 눈을 밝게 한다. 장풍으로 피설사를 하는 것과 치루을 치료하고, 발배나 개창을 치료한다.대명 간기를 사하하고, 비와 폐를 안정시키고, 위기(胃氣)를 수습하며, 설사를 멎게 하고 주리(理)를 굳건하게 한다. 혈맥을 조화롭게 하고 음기를 수습하며, 치받는 기를 수렴한다.원소 중기(中氣)를 다스리고, 비허(脾虛)로 속이 그득한 증상, 명치가 막히는 증상, 옆구리가 아픈 증상, 트림을 잘하는 증상, 폐가 당기고 불러올라 숨을 헐떡이거나 기침을 하는 증상, 태양증으로 코피가 나거나 눈이 깔깔한 증상, 간혈이 부족한 증상, 양(陽)의 병으로 고통스럽고 한열이 나는 증상, 대맥(帶脈)의 병으로 배가 아프고 그득한 증상, 허리가 흐물흐물해져 물속에 있는 듯한 증상 등을 치료한다.호고 설사로 배가 아프고 뒤가 무지근한 증상을 멎게 한다.시진",한의학고전DB
CLTX2336,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","恭曰赤者利小便下氣, 白者止痛散血.","마지는 ""붉은 것은 소변을 잘 나오게 하거나 기를 내리고, 흰 것은 통증을 멎게 하거나 혈을 흩어 낸다.""라고 하였다.",한의학고전DB
CLTX2337,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","大明曰赤者補氣, 白者補血.","대명(大明)은 ""붉은 것은 기를 보해 주고, 흰 것은 혈을 보해 준다.""라고 하였다.",한의학고전DB
CLTX2338,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","弘景曰赤者小利, 俗方以止痛不減當歸. 白者道家亦服食之, 及煮石用.","도홍경은 ""적작약은 조금 통리(通利)시키는 효과가 있으며, 민간의 처방에서 통증을 멎게 하는 약으로 당귀의 약효에 못지않다. 백작약은 도가에서도 복용하는데, 약석과 함께 달여서 쓴다.""라고 하였다.",한의학고전DB
CLTX2339,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","成無己曰白補而赤瀉, 白收而赤散. 酸以收之, 甘以緩之, 故酸甘相合, 用補陰血. 通氣而除肺燥. 又云, 芍藥之酸, 斂津液而益營血, 收陰氣而泄邪熱.","성무기(成無己)는 ""흰 것은 보해 주지만 붉은 것은 쓸어내리고, 흰 것은 수렴하지만 붉은 것은 흩어 낸다. 신 맛은 수렴하고 단 맛은 느슨하게 하므로 신 맛과 단 맛이 서로 합해져 음혈(陰血)을 보하는 데 쓴다. 기를 소통시켜 폐가 마른 것을 제거한다.""라고 하였다. 또한 ""작약의 신 맛은 진액을 수렴하면서 영혈(營血)을 보익하고, 음기를 거두면서 사열(邪熱)을 쓸어내린다.""라고 하였다.",한의학고전DB
CLTX2340,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","元素曰白補赤散, 瀉肝補脾胃. 酒浸行經, 上中部腹痛. 與薑同用, 溫經散濕通塞, 利腹中痛, 胃氣不通. 白芍入脾經補中焦, 乃下利必用之藥. 蓋瀉利皆太陰病, 故不可缺此. 得炙甘草爲佐, 治腹中痛, 夏月少加黃芩, 惡寒加桂, 此仲景神方也. 其用凡六. 安脾經, 一也;治腹痛, 二也;收胃氣, 三也;止瀉痢, 四也;和血脈, 五也;固理, 六也.","장원소는 ""흰 것은 보해 주고 붉은 것은 흩어 내므로 간을 사하하고 비위를 보해 준다. 술에 담그면 경락으로 운행하여 중부의 복통을 멎게 한다. 생강과 함께 쓰면 경락을 따뜻하게 하여 습을 흩어 내고 막힌 것을 뚫으므로 설사가 나고 배가 아픈 증상이나 위기가 소통되지 않을 때 쓴다. 백작약은 위경으로 들어가 중초를 보하니, 설사에 반드시 써야 할 약이다. 설사는 모두 태음의 병이므로 이 약이 없으면 안 된다. 구운 감초를 좌약(佐藥)으로 삼으면 배 속의 통증을 치료하며, 여름철에는 황금을 조금 더하고, 오한에는 계지를 조금 더한다. 이것은 장중경(張仲景)의 신묘한 처방이다. 작약의 쓰임은 여섯 가지이다. 비경(脾經)을 안정시키는 것이 첫 번째이고, 복통을 치료하는 것이 두 번째이고, 위기를 수습하는 것이 세 번째이고, 설사를 멎게 하는 것이 네 번째이고, 혈맥을 조화롭게 하는 것이 다섯 번째이고, 주리를 굳건히 하는 것이 여섯 번째이다.""라고 하였다.",한의학고전DB
CLTX2341,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","宗奭曰芍藥須用單葉紅花者爲佳, 然氣虛寒人禁之. 古人云, 減芍藥以避中寒. 誠不可忽.","구종석은 ""작약은 잎과 붉은 꽃만 쓰는 것이 좋지만 혈이 허한(虛寒)한 사람은 쓰지 말아야 한다. 옛사람들은 '작약을 줄여 중한(中寒)을 피한다.' 하였다. 참으로 이 말을 소홀히 여겨서는 안 된다.""라고 하였다.",한의학고전DB
CLTX2342,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","震亨曰芍藥瀉脾火, 性味酸寒, 冬月必以酒炒. 凡腹痛多是血脈凝, 亦必酒炒用. 然止能治血虛腹痛, 餘不治. 爲其酸寒收斂, 無溫散之功也. 下痢腹痛必炒用, 後重者不炒. 産後不可用者, 以其酸寒伐生發之氣也. 必不得已, 亦酒炒用之.","주진형은 ""작약은 위화(脾火)를 쓸어내리는데, 성미가 시고 차므로 겨울철에는 반드시 술에 축여 볶아서 써야 한다. 복통은 대부분 혈맥이 응결되고 껄끄러워졌기 때문이니, 또한 반드시 술에 축여 볶아서 써야 한다. 그렇지만 혈허로 인한 복통만 치료할 수 있고 나머지는 치료하지 못한다. 맛이 시고 성질이 찬 것은 수렴하기 때문에 따뜻하게 하고 흩어 내는 효력이 없다. 설사로 인한 복통에는 반드시 볶아서 써야 하지만 뒤가 무지근한 증상에는 볶지 않는다. 출산 후에 쓸 수 없는 것은 맛이 시고 성질이 찬 것은 생발(生發)하는 기를 공격하기 때문이다. 반드시 부득이한 경우에라도 술에 축여 볶아서 써야 한다.""라고 하였다.",한의학고전DB
CLTX2343,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔發明〕","時珍曰白芍藥益脾, 能於土中瀉木. 赤芍藥散邪, 能行血中之滯. 《日華子》言赤補氣, 白治血, 欠審矣. 産後肝血已虛, 不可更瀉, 故禁之. 酸寒之藥多矣, 何獨避芍藥耶 以此曰, 或言古人以酸爲收, 《本經》何以言利小便 曰, 芍藥能益陰滋濕而停津液, 故小便自行, 非因通利也. 曰, 又言緩中何也 曰, 損其肝者緩其中, 卽調血也, 故四物湯用芍藥. 大抵酸者爲收斂停濕之劑, 故主手足太陰經收斂之體, 又能治血海而入於九地之下, 後至厥陰經. 白者色在西方, 故補;赤者色在南方, 故瀉.","이시진은 ""백작약은 비를 보익하므로 토(土) 속의 목(木)을 쓸어내릴 수 있다. 적작약은 사기를 흩어 내므로 혈속에 막힌 것을 운행시킬 수 있다. 《일화자(日華子)》에서 '붉은 것은 기를 보해 주고 흰 것은 혈을 치료한다.'라고 말하였는데, 제대로 살피지 않은 것이다. 출산 후에 간혈(肝血)이 이미 허해졌다면 쓸어내릴 수 없으므로 금지한다. 맛이 시고 성질이 찬 약이 많은데, 어찌하여 작약만 피하는가 여기에 대해 이고(李)는 '혹 옛사람이 시고 껄끄러운 것으로 수렴한다고 말한다.' 하였다. 《신농본초경》에서는 어찌하여 소변을 잘 나오게 한다고 말하였는가 말하기를 '작약은 음을 보익하고 습을 자윤하면서 진액을 정지시키므로 소변이 저절로 잘 나오는 것이지 이 때문에 통리시키는 것은 아니다.' 하였다. 또 속을 느슨하게 한다고 말한 것은 어째서인가 말하기를 '간이 손상되었으면 속을 느슨하게 해야 하니 즉 혈을 고르게 해야 한다. 그러므로 사물탕에 작약을 쓴다.' 하였다. 대체로 맛이 시고 성질이 껄끄러운 것은 수렴하여 습을 정지시키는 약제로 여긴다. 그러므로 수태음경과 족태음경을 위주로 수렴시키는 주체가 되고, 또한 혈해를 치료하여 가장 낮은 곳으로 들어가고, 그런 후에 궐음경에 이른다. 흰 것은 색이 서쪽이므로 보해 주고, 붉은 것은 색이 남쪽이므로 사하한다.""라고 하였다.",한의학고전DB
CLTX2344,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","服食法頌曰, 安期生服煉芍藥法云, 芍藥有二種. 救病用金芍藥, 色白多脂肉;其木芍藥, 色紫瘦多脈. 若取審看, 勿令差錯. 凡采得, 淨洗去皮, 以東流水煮百沸, 陰乾. 停三日, 又於木甑內蒸之, 上覆以淨黃土, 一日夜熟, 出陰乾, 搗末. 以麥飮或酒服三錢匕, 日三. 服滿三百, 可以登嶺絶穀不饑.《圖經本草》","복식법:소송은 ""안기생(安期生)의 작약을 제련하여 복용하는 방법에서는 '작약은 두 종류이다. 병을 구완할 때는 쓰는 금작약은 색이 희고 기름과 육질이 많으며, 목작약은 자색이고 말랐으며 잎맥이 많다.' 하였다. 만약 살필 때는 착오가 없도록 해야 한다. 채취하면 깨끗이 씻고 껍질을 제거한 다음 동류수(東流水)에 넣고 펄펄 끓여 그늘에 말린다. 사흘이 지나면 거두고 다시 나무로 만든 시루에 넣고 찌는데, 깨끗한 황토로 위를 덮어 하루 밤낮으로 익히고 꺼내어 그늘에 말린 다음 가루 낸다. 이것을 보리미음이나 술로 3돈술씩 하루 세 번 복용한다. 복용한 지 300일이 되면 고개를 오르거나 곡식을 끊어도 굶주리지 않는다.""라고 하였다.《도경본초》",한의학고전DB
CLTX2345,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","腹中虛痛白芍藥三錢, 炙甘草一錢. 夏月加黃芩五分, 惡寒加肉桂一錢, 冬月大寒再加桂一錢. 水二盞, 煎一半, 溫服.《潔古用藥法象》","배 속이 허하고 아픈 증상:백작약 3돈, 자감초 1돈. 여름철에는 황금 5푼을 더하고, 오한에는 육계 1돈을 더하고, 겨울철에 아주 추울 때는 다시 계지 1돈을 더한다. 이상의 약미에 물 2잔을 넣고 1잔 반이 될 때까지 달인 다음 따뜻하게 하여 복용한다.《결고용약법상》",한의학고전DB
CLTX2346,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","風毒骨痛在髓中芍藥二分, 虎骨一兩炙, 爲末, 夾絹袋盛, 酒三升, 漬五日. 每服三合, 日三服.《經驗方》","풍독으로 뼈가 아프고 독이 골수에 있을 때:작약 2푼, 호골(굽는다) 1냥을 가루 내고 촘촘한 비단 주머니에 담아 술 3되에 닷새 동안 담가 둔다. 이것을 3홉씩 하루 세 번 복용한다.《경험후방》",한의학고전DB
CLTX2347,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","脚氣腫痛白芍藥六兩, 甘草一兩, 爲末, 白湯點服.《事林廣記》","각기로 붓고 아픈 증상:백작약 6냥, 감초 1냥을 가루 내고 끓인 물에 타서 복용한다.《사림광기》",한의학고전DB
CLTX2348,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","消渴引飮白芍藥ㆍ甘草等分, 爲末. 每用一錢, 水煎服, 日三服. 鄂渚辛祐之患此九年, 服藥止而復作. 蘇朴授此方, 服之七日頓愈. 古人處方, 殆不可曉, 不可以平易而忽之也.《陳日華經驗方》","소갈로 물을 켜는 증상:백작약과 감초 같은 양을 가루 낸다. 이상의 약미를 1돈씩 물에 달여 하루 세 번 복용한다. 악저(鄂渚)의 신우지(辛祐之)가 이 병을 9년 동안 앓았는데, 약을 복용하면 멎었다가 다시 발작하였다. 소박(蘇朴)이 이 처방을 주어 복용하자 7일 만에 갑자기 나았다. 옛사람의 처방한 뜻은 상당히 이해할 수 없지만 평범한 것이라고 소홀히 해서는 안 된다.《진일화경험방》",한의학고전DB
CLTX2349,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","小便五淋赤芍藥一兩, 檳一個, 爲末, 每服一錢, 水一盞, 煎七分, 空心服.《博濟方》","소변의 오림(五淋):적작약 1냥, 빈랑(밀가루에 싸서 굽는다) 1개를 가루 내고 1돈씩 물 1잔을 넣고 10분의 7이 될 때까지 달인 다음 빈속에 복용한다.《박제방》",한의학고전DB
CLTX2350,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","血不止赤芍藥爲末, 水服二錢匕.《事林廣記》",코피가 멎지 않는 증상:적작약을 가루 내고 2돈술[二錢匕]씩 물로 복용한다.《사림광기》,한의학고전DB
CLTX2351,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","血血白芍藥一兩, 犀角末二錢半, 爲末, 新水服一錢匕, 血止爲限.《古今錄驗》","코피나 각혈:백작약 1냥, 서각 가루 2돈 반을 가루 내고 1돈술씩 새로 길어온 물로 복용하는데, 출혈이 멎을 때까지 복용한다.《고금녹험》",한의학고전DB
CLTX2352,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","崩中下血小腹痛甚者. 芍藥一兩炒黃色, 柏葉六兩微炒, 每服二兩, 水一升, 煎六合, 入酒五合, 再煎七合, 空心分爲兩服. 亦可爲末, 酒服二錢.《聖惠方》","붕중으로 인한 하혈:아랫배가 심하게 아플 때 쓴다. 작약 1냥(누렇게 될 때까지 볶는다), 백엽(살짝 볶는다) 6냥을 2냥씩 물 1되를 넣고 6홉이 될 때까지 달인 다음 술 5홉을 넣고 다시 7홉이 될 때까지 달인다. 이것을 빈속에 두 번에 나누어 복용한다. 가루 내어 술로 2돈씩 복용해도 된다.《성혜방》",한의학고전DB
CLTX2353,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","經水不止白芍藥ㆍ香附子ㆍ熟艾葉各一錢半, 水煎服之.《熊氏補遺》",월경이 멎지 않는 증상:백작약ㆍ향부자ㆍ숙애엽 각 1돈 반을 물에 달여 복용한다.《웅씨보유》,한의학고전DB
CLTX2354,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","血崩帶下赤芍藥ㆍ香附子等分, 爲末, 每服二錢, 鹽一捻, 水一盞, 煎七分, 溫服, 日二服. 十服見效. 名如神散.《良方》",혈붕과 대하:적작약과 향부자 같은 양을 가루 내고 2돈씩 소금 1자밤과 물 1잔을 넣고 10분의 7이 될 때까지 달인 다음 따뜻하게 하여 하루 두 번 복용한다. 열 번 복용하면 효과가 난다. 약 이름이 여신산(如神散)이다.《양방》,한의학고전DB
CLTX2355,KMH614,본초강목,"本草綱目 卷十四 > 草之三 芳草類五十六種 > 芍藥 芍音杓, 又音勺. 《本經》中品 > 〔附方〕","赤白帶下年深月久不者. 取白芍藥三兩, 乾薑半兩, 熬令黃, 搗末. 空心水飮服二錢匕, 日再服. 《廣濟方》只用芍藥炒黑, 硏末, 酒服之.《貞元廣利方》","적백대하:증상이 오래되었는데도 낫지 않을 때 쓴다. 백작약 3냥을 건강 반 냥과 함께 썰고 누렇게 될 때까지 볶은 다음 찧어 가루 낸다. 이것을 빈속에 2돈술씩 물이나 미음으로 하루 두 번 복용한다. 《광제방(廣濟方)》에서는 ""작약만 검게 될 때까지 볶아서 가루 내고 술로 복용한다.""라고 하였다.《정원광리방》",한의학고전DB
